0,Builing energy (kWh),Date and time,External temperature (Celsius degree),Flat energy (kWh),Indoor Temp room 1 (ï¿½C),Indoor Temp room 2 (ï¿½C),Indoor Temp room 3 (ï¿½C),Surface
Date and time,,,,,,,,
Indoor Temp room 1 (ï¿½C),,,,,,,,
Indoor Temp room 2 (ï¿½C),,,,,,,,
Indoor Temp room 3 (ï¿½C),,,,,,,,
External temperature (Celsius degree),,,,,,,,
Flat energy (kWh),,,,,,,,
Builing energy (kWh),,,,,,,,
Surface,,,,,,,,
,"7,50",29/07/22 07:00,"22,93","4,89","24,40","23,93","23,65","417,00"
,"8,25",29/07/22 08:00,"24,48","5,63","24,24","23,71","23,49","417,00"
,"7,97",29/07/22 09:00,"25,98","5,36","24,00","23,67","23,43","417,00"
,"5,56",29/07/22 10:00,"26,86","4,44","23,98","23,80","23,50","417,00"
,"6,01",29/07/22 11:00,"27,58","5,74","24,00","23,62","23,55","417,00"
,"7,69",29/07/22 12:00,"28,27","5,19","24,01","23,57","23,56","417,00"
,"7,90",29/07/22 13:00,"28,39","5,27","24,19","23,61","23,81","417,00"
,"8,07",29/07/22 14:00,"28,44","5,43","24,13","23,59","23,78","417,00"
,"7,35",29/07/22 15:00,"28,15","4,74","23,96","23,58","23,47","417,00"
,"3,14",29/07/22 16:00,"25,47","1,09","24,55","24,07","23,91","417,00"
,"0,54",29/07/22 17:00,"20,90","0,08","24,83","24,55","24,20","417,00"
,"0,54",29/07/22 18:00,"20,27","0,08","24,76","24,58","24,22","417,00"
,"0,53",29/07/22 19:00,"19,88","0,07","24,77","24,60","24,27","417,00"
,"0,52",29/07/22 20:00,"19,96","0,07","24,80","24,65","24,34","417,00"
,"0,53",29/07/22 21:00,"20,05","0,07","24,84","24,68","24,37","417,00"
,"0,53",29/07/22 22:00,"19,85","0,08","24,85","24,71","24,38","417,00"
,"0,53",29/07/22 23:00,"18,99","0,07","24,84","24,74","24,42","417,00"
,"0,53",30/07/22 00:00,"19,01","0,07","24,84","24,74","24,45","417,00"
,"0,54",30/07/22 01:00,"18,79","0,08","24,84","24,73","24,43","417,00"
,"0,53",30/07/22 02:00,"17,96","0,07","24,84","24,74","24,43","417,00"
,"0,54",30/07/22 03:00,"17,51","0,07","24,83","24,75","24,42","417,00"
,"0,55",30/07/22 04:00,"17,20","0,07","24,83","24,72","24,40","417,00"
,"0,55",30/07/22 05:00,"18,10","0,07","24,84","24,72","24,39","417,00"
,"0,56",30/07/22 06:00,"19,76","0,07","25,04","24,81","24,53","417,00"
,"0,54",30/07/22 07:00,"22,01","0,07","25,32","25,33","24,74","417,00"
,"0,54",30/07/22 08:00,"23,15","0,07","25,41","25,77","24,88","417,00"
,"0,53",30/07/22 09:00,"24,61","0,07","25,60","25,87","25,02","417,00"
,"0,54",30/07/22 10:00,"25,81","0,08","25,78","25,81","25,13","417,00"
,"0,53",30/07/22 11:00,"26,77","0,08","25,96","25,79","25,27","417,00"
,"0,54",30/07/22 12:00,"28,07","0,08","26,09","25,79","25,40","417,00"
,"0,54",30/07/22 13:00,"28,21","0,08","26,29","25,86","25,54","417,00"
,"0,54",30/07/22 14:00,"28,76","0,08","26,59","25,90","25,76","417,00"
,"0,54",30/07/22 15:00,"28,86","0,08","26,58","25,90","25,76","417,00"
,"0,55",30/07/22 16:00,"29,28","0,08","26,50","25,90","25,71","417,00"
,"0,55",30/07/22 17:00,"29,19","0,08","26,48","25,88","25,68","417,00"
,"0,55",30/07/22 18:00,"27,94","0,08","26,38","25,86","25,59","417,00"
,"0,55",30/07/22 19:00,"26,02","0,09","26,17","25,77","25,53","417,00"
,"0,55",30/07/22 20:00,"23,32","0,09","26,01","25,69","25,43","417,00"
,"0,54",30/07/22 21:00,"21,79","0,08","25,94","25,59","25,33","417,00"
,"0,54",30/07/22 22:00,"20,64","0,08","25,94","25,61","25,32","417,00"
,"0,54",30/07/22 23:00,"20,67","0,08","25,89","25,60","25,30","417,00"
,"0,54",31/07/22 00:00,"20,28","0,08","25,86","25,53","25,23","417,00"
,"0,54",31/07/22 01:00,"18,90","0,08","25,71","25,51","25,22","417,00"
,"0,54",31/07/22 02:00,"18,05","0,07","25,70","25,47","25,14","417,00"
,"0,55",31/07/22 03:00,"18,65","0,08","25,60","25,41","25,13","417,00"
,"0,55",31/07/22 04:00,"18,16","0,08","25,56","25,39","25,08","417,00"
,"0,54",31/07/22 05:00,"19,12","0,07","25,56","25,34","25,06","417,00"
,"0,55",31/07/22 06:00,"21,55","0,07","25,72","25,37","25,14","417,00"
,"0,54",31/07/22 07:00,"24,09","0,07","25,91","25,85","25,33","417,00"
,"0,75",31/07/22 08:00,"25,75","0,50","26,04","26,22","25,47","417,00"
,"0,54",31/07/22 09:00,"27,01","0,07","26,23","26,34","25,59","417,00"
,"0,53",31/07/22 10:00,"28,01","0,07","26,44","26,51","25,72","417,00"
,"0,54",31/07/22 11:00,"29,14","0,07","26,58","26,45","25,81","417,00"
,"0,54",31/07/22 12:00,"29,61","0,07","26,67","26,38","25,92","417,00"
,"0,54",31/07/22 13:00,"29,97","0,08","26,82","26,36","26,06","417,00"
,"0,53",31/07/22 14:00,"30,17","0,07","27,27","26,35","26,42","417,00"
,"0,54",31/07/22 15:00,"30,23","0,07","27,79","26,50","27,10","417,00"
,"0,54",31/07/22 16:00,"30,08","0,07","28,14","26,57","27,51","417,00"
,"0,54",31/07/22 17:00,"29,85","0,07","27,95","26,65","27,21","417,00"
,"0,54",31/07/22 18:00,"27,91","0,08","27,37","26,51","26,61","417,00"
,"0,54",31/07/22 19:00,"27,42","0,07","27,04","26,40","26,31","417,00"
,"0,54",31/07/22 20:00,"24,02","0,07","26,91","26,30","26,15","417,00"
,"0,54",31/07/22 21:00,"23,77","0,07","26,79","26,27","26,08","417,00"
,"0,54",31/07/22 22:00,"22,98","0,08","26,74","26,19","26,05","417,00"
,"0,54",31/07/22 23:00,"22,48","0,08","26,64","26,17","25,97","417,00"
,"8,14",01/08/22 00:00,"0,23","7,79","19,84","17,77","16,36","417,00"
,"7,36",01/08/22 01:00,"-0,01","6,91","19,79","18,15","16,29","417,00"
,"6,96",01/08/22 02:00,"-0,23","6,52","20,15","19,11","16,85","417,00"
,"6,54",01/08/22 03:00,"-0,37","6,08","19,92","19,26","16,79","417,00"
,"7,60",01/08/22 04:00,"-0,73","7,12","19,74","18,44","16,49","417,00"
,"7,54",01/08/22 05:00,"-0,72","7,17","19,84","18,58","16,55","417,00"
,"7,53",01/08/22 06:00,"-0,43","7,15","19,88","18,80","16,69","417,00"
,"6,58",01/08/22 07:00,"-0,12","6,15","20,10","19,88","16,84","417,00"
,"7,65",01/08/22 08:00,"0,47","7,19","20,05","19,17","16,74","417,00"
,"7,24",01/08/22 09:00,"2,64","6,77","19,89","18,87","16,56","417,00"
,"3,37",01/08/22 10:00,"3,40","2,92","19,62","18,05","16,14","417,00"
,"3,61",01/08/22 11:00,"4,32","3,22","19,85","18,02","16,09","417,00"
,"3,38",01/08/22 12:00,"5,25","3,44","19,88","17,97","16,06","417,00"
,"3,52",01/08/22 13:00,"5,59","3,57","19,89","18,08","16,13","417,00"
,"3,41",01/08/22 14:00,"5,55","3,06","19,68","17,47","16,16","417,00"
,"3,81",01/08/22 15:00,"3,87","3,54","19,65","17,36","16,12","417,00"
,"5,11",01/08/22 16:00,"2,23","4,74","19,29","17,13","15,97","417,00"
,"6,06",01/08/22 17:00,"1,30","5,76","19,05","16,67","15,95","417,00"
,"5,85",01/08/22 18:00,"1,19","5,74","18,92","16,61","16,00","417,00"
,"5,28",01/08/22 19:00,"1,31","5,32","18,80","16,75","15,98","417,00"
,"6,42",01/08/22 20:00,"1,63","6,02","18,78","16,80","15,69","417,00"
,"6,36",01/08/22 21:00,"1,92","6,36","18,79","16,69","15,71","417,00"
,"7,42",01/08/22 22:00,"1,67","7,29","18,82","16,83","15,69","417,00"
,"10,18",01/08/22 23:00,"1,57","9,73","19,96","19,82","16,56","417,00"
,"4,13",02/08/22 00:00,"2,61","3,90","19,52","17,31","16,09","417,00"
,"5,63",02/08/22 01:00,"2,17","5,40","19,32","17,16","15,90","417,00"
,"6,84",02/08/22 02:00,"1,69","6,61","19,33","17,28","15,88","417,00"
,"6,37",02/08/22 03:00,"1,45","6,23","19,12","16,80","15,84","417,00"
,"6,99",02/08/22 04:00,"1,27","6,62","18,96","16,76","15,75","417,00"
,"7,35",02/08/22 05:00,"1,17","7,09","19,21","17,31","15,79","417,00"
,"8,36",02/08/22 06:00,"1,52","8,35","19,42","18,01","16,04","417,00"
,"16,73",02/08/22 07:00,"2,61","14,15","23,70","23,41","19,60","417,00"
,"15,53",02/08/22 08:00,"5,57","12,88","24,25","23,91","20,37","417,00"
,"12,67",02/08/22 09:00,"7,22","10,02","24,24","23,42","20,28","417,00"
,"11,24",02/08/22 10:00,"8,53","8,56","24,61","23,58","20,44","417,00"
,"9,12",02/08/22 11:00,"10,43","7,94","24,90","24,08","20,82","417,00"
,"7,08",02/08/22 12:00,"11,98","5,98","24,63","23,71","20,61","417,00"
,"8,11",02/08/22 13:00,"12,85","5,54","24,74","23,58","20,60","417,00"
,"8,20",02/08/22 14:00,"12,86","5,52","25,02","23,70","20,79","417,00"
,"8,40",02/08/22 15:00,"11,94","5,72","25,35","23,85","21,10","417,00"
,"8,41",02/08/22 16:00,"9,70","5,75","25,29","24,02","21,17","417,00"
,"4,39",02/08/22 17:00,"7,93","1,82","22,33","21,10","18,93","417,00"
,"1,19",02/08/22 18:00,"7,11","0,11","20,24","17,60","16,79","417,00"
,"0,62",02/08/22 19:00,"6,22","0,11","19,82","16,74","16,11","417,00"
,"1,91",02/08/22 20:00,"5,18","1,49","19,76","17,21","15,99","417,00"
,"3,35",02/08/22 21:00,"4,87","2,91","19,70","17,41","16,14","417,00"
,"3,58",02/08/22 22:00,"4,56","3,29","19,66","17,51","16,11","417,00"
,"5,61",02/08/22 23:00,"4,38","5,21","19,79","17,69","16,12","417,00"
,"4,66",03/08/22 00:00,"2,00","4,77","19,32","17,03","16,08","417,00"
,"5,39",03/08/22 01:00,"2,38","5,56","19,12","16,72","15,86","417,00"
,"4,92",03/08/22 02:00,"3,15","4,78","19,09","16,71","15,92","417,00"
,"5,66",03/08/22 03:00,"2,73","5,27","19,11","16,65","15,94","417,00"
,"5,71",03/08/22 04:00,"3,17","5,36","19,06","16,66","15,87","417,00"
,"5,33",03/08/22 05:00,"3,14","4,68","19,02","16,61","16,01","417,00"
,"7,71",03/08/22 06:00,"3,23","7,29","19,74","17,37","16,56","417,00"
,"13,96",03/08/22 07:00,"3,45","11,80","23,45","22,52","19,60","417,00"
,"13,94",03/08/22 08:00,"3,80","11,37","23,60","22,93","19,83","417,00"
,"11,46",03/08/22 09:00,"4,53","8,87","23,56","23,16","19,76","417,00"
,"10,93",03/08/22 10:00,"4,97","8,34","23,54","23,24","19,83","417,00"
,"8,66",03/08/22 11:00,"5,43","7,58","23,59","23,31","19,84","417,00"
,"7,41",03/08/22 12:00,"6,10","6,91","23,64","23,18","19,85","417,00"
,"8,01",03/08/22 13:00,"6,69","6,04","23,87","22,56","19,84","417,00"
,"8,27",03/08/22 14:00,"7,36","5,62","23,99","22,69","19,82","417,00"
,"7,96",03/08/22 15:00,"7,39","5,32","24,13","22,86","19,91","417,00"
,"8,07",03/08/22 16:00,"7,34","5,42","24,10","22,95","19,88","417,00"
,"3,83",03/08/22 17:00,"5,88","1,63","21,73","20,23","18,34","417,00"
,"0,54",03/08/22 18:00,"4,45","0,11","19,92","16,91","16,37","417,00"
,"2,18",03/08/22 19:00,"3,65","1,48","19,54","16,71","15,98","417,00"
,"3,59",03/08/22 20:00,"2,89","3,13","19,71","17,39","16,25","417,00"
,"5,17",03/08/22 21:00,"2,23","4,75","19,59","17,34","16,10","417,00"
,"5,73",03/08/22 22:00,"1,67","5,94","19,54","17,28","16,09","417,00"
,"4,99",03/08/22 23:00,"1,49","5,07","19,43","17,10","16,10","417,00"
,"1,61",04/08/22 00:00,"10,21","1,26","19,91","16,88","16,10","417,00"
,"1,67",04/08/22 01:00,"10,17","1,29","19,88","16,96","16,00","417,00"
,"2,02",04/08/22 02:00,"10,03","1,54","20,11","17,32","16,21","417,00"
,"1,78",04/08/22 03:00,"9,96","1,30","19,86","17,06","16,08","417,00"
,"2,47",04/08/22 04:00,"9,57","1,96","20,04","17,31","16,12","417,00"
,"3,63",04/08/22 05:00,"10,05","2,95","20,38","17,70","16,44","417,00"
,"6,75",04/08/22 06:00,"10,78","4,43","22,54","20,74","18,81","417,00"
,"6,32",04/08/22 07:00,"12,85","3,51","22,59","20,50","18,59","417,00"
,"5,60",04/08/22 08:00,"15,14","2,90","22,90","20,63","18,76","417,00"
,"5,19",04/08/22 09:00,"16,18","2,69","23,10","20,60","18,87","417,00"
,"3,57",04/08/22 10:00,"17,27","2,56","23,12","20,50","18,92","417,00"
,"3,16",04/08/22 11:00,"18,04","2,53","23,14","20,39","18,89","417,00"
,"4,63",04/08/22 12:00,"18,81","2,08","23,26","20,37","18,92","417,00"
,"4,66",04/08/22 13:00,"19,09","2,02","23,28","20,29","18,93","417,00"
,"4,45",04/08/22 14:00,"19,19","1,81","23,28","20,15","18,99","417,00"
,"4,14",04/08/22 15:00,"18,34","1,91","23,24","20,26","18,95","417,00"
,"0,93",04/08/22 16:00,"16,56","0,50","22,25","18,90","18,09","417,00"
,"0,54",04/08/22 17:00,"15,87","0,11","21,23","17,43","17,16","417,00"
,"0,55",04/08/22 18:00,"15,44","0,11","20,98","17,10","16,85","417,00"
,"0,55",04/08/22 19:00,"15,37","0,11","20,77","16,86","16,60","417,00"
,"0,56",04/08/22 20:00,"14,80","0,11","20,57","16,70","16,42","417,00"
,"0,56",04/08/22 21:00,"14,06","0,11","20,38","16,53","16,30","417,00"
,"0,56",04/08/22 22:00,"13,26","0,11","20,26","16,40","16,18","417,00"
,"0,56",04/08/22 23:00,"12,53","0,11","20,10","16,26","16,06","417,00"
,"1,59",05/08/22 00:00,"13,78","1,17","20,30","16,84","16,16","417,00"
,"1,62",05/08/22 01:00,"13,68","1,29","20,18","16,87","16,10","417,00"
,"1,61",05/08/22 02:00,"13,64","1,35","20,21","16,93","16,09","417,00"
,"1,67",05/08/22 03:00,"13,55","1,35","20,18","16,89","16,12","417,00"
,"1,58",05/08/22 04:00,"13,38","1,26","20,07","16,88","16,03","417,00"
,"1,73",05/08/22 05:00,"13,52","1,37","20,10","16,76","16,01","417,00"
,"1,95",05/08/22 06:00,"14,12","1,60","20,27","16,98","16,11","417,00"
,"1,11",05/08/22 07:00,"15,17","0,67","20,12","16,66","16,03","417,00"
,"1,49",05/08/22 08:00,"15,80","1,15","20,37","16,71","16,09","417,00"
,"1,52",05/08/22 09:00,"15,99","1,01","20,24","16,38","16,01","417,00"
,"1,15",05/08/22 10:00,"16,25","0,74","20,41","16,58","16,13","417,00"
,"0,56",05/08/22 11:00,"16,97","0,11","20,38","16,03","16,02","417,00"
,"1,06",05/08/22 12:00,"17,36","0,64","20,59","16,31","16,18","417,00"
,"1,03",05/08/22 13:00,"17,66","0,62","20,58","16,20","16,15","417,00"
,"0,56",05/08/22 14:00,"18,13","0,11","20,66","16,21","16,19","417,00"
,"1,01",05/08/22 15:00,"18,18","0,57","20,68","16,36","16,26","417,00"
,"0,61",05/08/22 16:00,"16,89","0,15","20,41","15,94","16,10","417,00"
,"0,99",05/08/22 17:00,"16,34","0,52","20,49","16,33","16,15","417,00"
,"0,98",05/08/22 18:00,"15,70","0,63","20,33","16,32","16,07","417,00"
,"1,47",05/08/22 19:00,"15,34","1,10","20,44","16,69","16,16","417,00"
,"1,18",05/08/22 20:00,"14,75","0,77","20,26","16,55","16,05","417,00"
,"1,52",05/08/22 21:00,"14,52","1,28","20,34","16,71","16,09","417,00"
,"1,62",05/08/22 22:00,"14,42","1,27","20,33","16,81","16,12","417,00"
,"1,65",05/08/22 23:00,"14,21","1,53","20,20","16,80","16,09","417,00"
,"0,55",06/08/22 00:00,"15,74","0,08","22,23","21,89","21,74","417,00"
,"0,55",06/08/22 01:00,"14,85","0,08","22,23","21,89","21,70","417,00"
,"0,55",06/08/22 02:00,"14,17","0,08","22,14","21,85","21,71","417,00"
,"0,54",06/08/22 03:00,"13,82","0,08","22,12","21,80","21,64","417,00"
,"0,52",06/08/22 04:00,"13,72","0,08","22,05","21,79","21,59","417,00"
,"1,42",06/08/22 05:00,"16,53","0,96","22,12","21,79","21,72","417,00"
,"5,16",06/08/22 06:00,"18,55","2,68","21,81","21,55","21,66","417,00"
,"5,26",06/08/22 07:00,"19,64","2,60","22,04","21,72","21,63","417,00"
,"5,31",06/08/22 08:00,"20,76","2,63","22,18","21,80","21,67","417,00"
,"5,47",06/08/22 09:00,"22,57","2,79","22,36","21,71","21,74","417,00"
,"4,16",06/08/22 10:00,"23,31","2,92","22,20","21,63","21,70","417,00"
,"3,39",06/08/22 11:00,"23,66","2,40","22,01","21,45","21,61","417,00"
,"5,31",06/08/22 12:00,"24,39","2,76","22,04","21,52","21,64","417,00"
,"5,47",06/08/22 13:00,"24,24","2,80","22,05","21,56","21,75","417,00"
,"5,50",06/08/22 14:00,"23,95","2,83","22,06","21,42","21,73","417,00"
,"5,33",06/08/22 15:00,"22,78","2,66","22,12","21,42","21,61","417,00"
,"2,98",06/08/22 16:00,"21,71","0,73","22,38","21,59","21,68","417,00"
,"0,55",06/08/22 17:00,"19,88","0,08","22,61","21,93","21,85","417,00"
,"0,55",06/08/22 18:00,"18,82","0,08","22,56","21,92","21,88","417,00"
,"0,56",06/08/22 19:00,"18,20","0,08","22,49","21,92","21,87","417,00"
,"0,56",06/08/22 20:00,"17,53","0,08","22,35","21,91","21,81","417,00"
,"0,55",06/08/22 21:00,"17,15","0,08","22,33","21,89","21,73","417,00"
,"0,56",06/08/22 22:00,"17,04","0,08","22,29","21,89","21,71","417,00"
,"0,56",06/08/22 23:00,"16,97","0,08","22,28","21,90","21,71","417,00"
,"0,58",07/08/22 00:00,"18,36","0,08","24,25","23,80","23,60","417,00"
,"0,57",07/08/22 01:00,"17,76","0,08","24,20","23,85","23,54","417,00"
,"0,57",07/08/22 02:00,"17,96","0,08","24,16","23,81","23,52","417,00"
,"0,55",07/08/22 03:00,"17,68","0,08","24,10","23,79","23,51","417,00"
,"0,55",07/08/22 04:00,"17,37","0,08","24,08","23,81","23,51","417,00"
,"2,19",07/08/22 05:00,"17,99","1,72","24,06","23,71","23,54","417,00"
,"9,01",07/08/22 06:00,"20,74","6,47","23,32","22,58","22,81","417,00"
,"7,32",07/08/22 07:00,"22,55","4,64","23,24","22,90","22,52","417,00"
,"6,89",07/08/22 08:00,"23,63","4,22","23,15","22,93","22,55","417,00"
,"6,81",07/08/22 09:00,"24,51","4,13","22,90","22,93","22,58","417,00"
,"5,53",07/08/22 10:00,"25,78","4,13","23,09","22,68","22,65","417,00"
,"4,28",07/08/22 11:00,"26,48","3,79","22,96","22,79","22,65","417,00"
,"6,10",07/08/22 12:00,"27,36","3,72","23,07","22,75","22,69","417,00"
,"6,56",07/08/22 13:00,"28,10","3,88","23,17","22,71","22,88","417,00"
,"7,18",07/08/22 14:00,"28,58","4,49","23,30","22,73","23,41","417,00"
,"8,11",07/08/22 15:00,"28,60","5,43","23,42","22,51","23,81","417,00"
,"3,73",07/08/22 16:00,"28,27","1,57","24,36","22,93","24,26","417,00"
,"0,52",07/08/22 17:00,"27,88","0,08","25,14","23,71","24,59","417,00"
,"0,53",07/08/22 18:00,"26,74","0,08","24,64","23,78","24,04","417,00"
,"0,51",07/08/22 19:00,"25,21","0,07","24,56","23,89","23,85","417,00"
,"0,51",07/08/22 20:00,"23,28","0,08","24,53","23,88","23,76","417,00"
,"0,51",07/08/22 21:00,"21,50","0,08","24,42","23,87","23,71","417,00"
,"0,51",07/08/22 22:00,"20,40","0,07","24,40","23,85","23,69","417,00"
,"0,52",07/08/22 23:00,"19,23","0,08","24,32","23,83","23,64","417,00"
,"0,58",08/08/22 00:00,"20,19","0,08","26,20","25,86","25,65","417,00"
,"0,58",08/08/22 01:00,"19,41","0,08","26,22","25,80","25,59","417,00"
,"0,58",08/08/22 02:00,"18,82","0,08","26,17","25,79","25,60","417,00"
,"0,58",08/08/22 03:00,"18,85","0,08","26,03","25,75","25,52","417,00"
,"0,59",08/08/22 04:00,"19,33","0,08","26,03","25,69","25,53","417,00"
,"2,24",08/08/22 05:00,"20,62","1,74","25,93","25,49","25,43","417,00"
,"8,97",08/08/22 06:00,"21,48","6,67","24,82","24,02","24,44","417,00"
,"8,89",08/08/22 07:00,"22,80","6,23","24,57","23,87","24,05","417,00"
,"8,91",08/08/22 08:00,"23,88","6,34","24,20","23,93","23,83","417,00"
,"9,50",08/08/22 09:00,"25,09","6,86","23,83","23,55","23,38","417,00"
,"8,09",08/08/22 10:00,"26,24","6,91","23,54","23,14","23,15","417,00"
,"6,93",08/08/22 11:00,"27,21","6,41","23,37","22,81","23,04","417,00"
,"8,55",08/08/22 12:00,"28,03","6,37","23,38","22,88","23,02","417,00"
,"8,56",08/08/22 13:00,"28,60","5,91","23,44","23,02","23,06","417,00"
,"8,52",08/08/22 14:00,"29,22","5,83","23,82","23,23","23,64","417,00"
,"8,69",08/08/22 15:00,"29,12","6,02","23,64","23,09","23,68","417,00"
,"4,02",08/08/22 16:00,"29,04","1,82","24,46","23,37","24,24","417,00"
,"0,58",08/08/22 17:00,"28,17","0,08","25,56","24,25","24,84","417,00"
,"0,58",08/08/22 18:00,"26,42","0,08","25,43","24,54","24,67","417,00"
,"0,59",08/08/22 19:00,"25,93","0,08","25,35","24,75","24,69","417,00"
,"0,59",08/08/22 20:00,"23,19","0,08","25,25","24,71","24,57","417,00"
,"0,59",08/08/22 21:00,"22,73","0,08","25,18","24,68","24,56","417,00"
,"0,59",08/08/22 22:00,"22,23","0,08","25,18","24,71","24,57","417,00"
,"0,59",08/08/22 23:00,"22,15","0,08","25,20","24,76","24,57","417,00"
,"0,57",09/08/22 00:00,"19,80","0,08","23,50","23,04","22,96","417,00"
,"0,57",09/08/22 01:00,"17,53","0,08","23,51","23,02","22,99","417,00"
,"0,57",09/08/22 02:00,"17,64","0,07","23,50","23,03","22,98","417,00"
,"0,56",09/08/22 03:00,"18,08","0,07","23,50","22,99","22,99","417,00"
,"0,57",09/08/22 04:00,"18,62","0,08","23,51","23,03","22,97","417,00"
,"1,62",09/08/22 05:00,"18,27","1,11","23,42","22,94","22,91","417,00"
,"3,99",09/08/22 06:00,"17,93","1,74","23,07","22,47","22,66","417,00"
,"4,85",09/08/22 07:00,"18,14","2,16","23,13","22,51","22,66","417,00"
,"4,93",09/08/22 08:00,"18,91","2,28","23,10","22,43","22,65","417,00"
,"5,65",09/08/22 09:00,"20,77","2,96","23,24","22,47","22,69","417,00"
,"3,88",09/08/22 10:00,"21,89","2,79","23,31","22,50","22,62","417,00"
,"3,27",09/08/22 11:00,"21,95","2,75","23,04","22,54","22,50","417,00"
,"4,78",09/08/22 12:00,"22,97","2,93","22,95","22,55","22,47","417,00"
,"5,61",09/08/22 13:00,"25,35","2,91","23,05","22,60","22,63","417,00"
,"6,49",09/08/22 14:00,"24,72","3,81","23,26","22,41","23,05","417,00"
,"6,06",09/08/22 15:00,"24,43","3,36","23,39","22,60","23,42","417,00"
,"3,10",09/08/22 16:00,"23,73","1,12","23,57","22,78","23,26","417,00"
,"0,58",09/08/22 17:00,"21,79","0,09","23,81","23,00","23,18","417,00"
,"0,58",09/08/22 18:00,"20,62","0,09","23,66","23,00","23,03","417,00"
,"0,57",09/08/22 19:00,"19,44","0,08","23,56","22,93","22,97","417,00"
,"0,58",09/08/22 20:00,"18,49","0,09","23,56","22,95","22,95","417,00"
,"0,58",09/08/22 21:00,"18,71","0,09","23,50","22,94","22,90","417,00"
,"0,57",09/08/22 22:00,"18,19","0,09","23,50","22,94","22,86","417,00"
,"0,58",09/08/22 23:00,"19,45","0,09","23,48","22,92","22,85","417,00"
,"0,57",13/08/22 00:00,"16,97","0,07","24,51","24,16","24,00","417,00"
,"0,57",13/08/22 01:00,"16,94","0,07","24,49","24,17","23,99","417,00"
,"0,57",13/08/22 02:00,"16,61","0,07","24,46","24,14","23,97","417,00"
,"0,58",13/08/22 03:00,"16,20","0,07","24,46","24,12","23,90","417,00"
,"0,58",13/08/22 04:00,"16,87","0,07","24,44","24,06","23,91","417,00"
,"0,57",13/08/22 05:00,"17,72","0,07","24,37","24,08","23,90","417,00"
,"0,57",13/08/22 06:00,"18,97","0,07","24,40","24,09","23,89","417,00"
,"0,57",13/08/22 07:00,"20,99","0,07","24,52","24,32","24,01","417,00"
,"0,56",13/08/22 08:00,"21,78","0,07","24,73","24,75","24,19","417,00"
,"0,56",13/08/22 09:00,"23,08","0,07","24,94","24,95","24,35","417,00"
,"0,56",13/08/22 10:00,"24,36","0,07","25,15","24,97","24,46","417,00"
,"0,56",13/08/22 11:00,"25,38","0,07","25,34","24,99","24,63","417,00"
,"0,56",13/08/22 12:00,"26,52","0,07","25,41","24,95","24,70","417,00"
,"0,56",13/08/22 13:00,"27,73","0,07","25,55","24,96","24,82","417,00"
,"0,56",13/08/22 14:00,"27,65","0,07","25,99","25,01","25,21","417,00"
,"0,56",13/08/22 15:00,"26,45","0,07","26,56","25,11","25,81","417,00"
,"0,57",13/08/22 16:00,"25,76","0,08","26,97","25,21","26,20","417,00"
,"0,57",13/08/22 17:00,"24,64","0,07","26,43","25,22","25,64","417,00"
,"0,57",13/08/22 18:00,"23,49","0,08","25,96","25,12","25,28","417,00"
,"0,57",13/08/22 19:00,"21,80","0,07","25,77","25,02","25,09","417,00"
,"0,58",13/08/22 20:00,"20,20","0,08","25,62","24,96","24,99","417,00"
,"0,58",13/08/22 21:00,"20,38","0,08","25,50","24,94","24,91","417,00"
,"0,57",13/08/22 22:00,"19,94","0,08","25,41","24,83","24,81","417,00"
,"0,57",13/08/22 23:00,"19,11","0,08","25,37","24,84","24,72","417,00"
,"0,58",14/08/22 00:00,"18,99","0,08","25,28","24,80","24,73","417,00"
,"0,58",14/08/22 01:00,"18,82","0,08","25,27","24,73","24,68","417,00"
,"0,57",14/08/22 02:00,"18,55","0,08","25,21","24,74","24,64","417,00"
,"0,56",14/08/22 03:00,"18,07","0,08","25,18","24,71","24,63","417,00"
,"0,57",14/08/22 04:00,"17,99","0,07","25,18","24,64","24,55","417,00"
,"0,56",14/08/22 05:00,"18,07","0,08","25,09","24,65","24,57","417,00"
,"0,56",14/08/22 06:00,"20,03","0,08","25,10","24,65","24,56","417,00"
,"0,57",14/08/22 07:00,"22,36","0,08","25,22","24,91","24,67","417,00"
,"0,57",14/08/22 08:00,"23,87","0,07","25,40","25,39","24,81","417,00"
,"0,57",14/08/22 09:00,"24,80","0,08","25,60","25,59","24,99","417,00"
,"0,57",14/08/22 10:00,"26,30","0,08","25,79","25,58","25,12","417,00"
,"0,56",14/08/22 11:00,"26,72","0,09","25,96","25,60","25,24","417,00"
,"0,56",14/08/22 12:00,"27,16","0,07","26,08","25,58","25,37","417,00"
,"0,57",14/08/22 13:00,"27,42","0,08","26,28","25,60","25,48","417,00"
,"0,57",14/08/22 14:00,"27,43","0,08","26,51","25,62","25,69","417,00"
,"0,57",14/08/22 15:00,"27,95","0,08","26,99","25,71","26,26","417,00"
,"0,57",14/08/22 16:00,"27,29","0,08","27,47","25,77","26,73","417,00"
,"0,56",14/08/22 17:00,"25,03","0,08","26,94","25,73","26,14","417,00"
,"0,57",14/08/22 18:00,"24,15","0,08","26,51","25,60","25,77","417,00"
,"0,56",14/08/22 19:00,"22,98","0,08","26,34","25,53","25,56","417,00"
,"0,56",14/08/22 20:00,"22,18","0,08","26,08","25,53","25,50","417,00"
