0,Builing energy (kWh),Date and time,External temperature (Celsius degree),Flat energy (kWh),Indoor Temp room 1 (ï¿½C),Indoor Temp room 2 (ï¿½C),Indoor Temp room 3 (ï¿½C),Surface
Date and time,,,,,,,,
Indoor Temp room 1 (ï¿½C),,,,,,,,
Indoor Temp room 2 (ï¿½C),,,,,,,,
Indoor Temp room 3 (ï¿½C),,,,,,,,
External temperature (Celsius degree),,,,,,,,
Flat energy (kWh),,,,,,,,
Builing energy (kWh),,,,,,,,
Surface,,,,,,,,
,"0,57",14/08/22 21:00,"21,37","0,07","26,03","25,44","25,41","417,00"
,"0,58",14/08/22 22:00,"21,63","0,08","25,97","25,39","25,38","417,00"
,"0,58",14/08/22 23:00,"21,68","0,08","25,98","25,33","25,32","417,00"
,"0,58",15/08/22 00:00,"21,48","0,08","25,93","25,30","25,30","417,00"
,"0,57",15/08/22 01:00,"20,95","0,08","25,87","25,29","25,22","417,00"
,"0,57",15/08/22 02:00,"21,06","0,08","25,79","25,25","25,19","417,00"
,"0,57",15/08/22 03:00,"21,04","0,08","25,75","25,22","25,17","417,00"
,"0,57",15/08/22 04:00,"20,74","0,08","25,71","25,22","25,12","417,00"
,"2,00",15/08/22 05:00,"20,78","1,57","25,57","25,02","25,03","417,00"
,"5,15",15/08/22 06:00,"21,31","4,63","24,33","23,62","23,92","417,00"
,"4,89",15/08/22 07:00,"23,05","4,36","24,13","23,72","23,60","417,00"
,"5,56",15/08/22 08:00,"24,42","5,08","24,13","23,93","23,66","417,00"
,"4,56",15/08/22 09:00,"25,43","4,04","24,00","23,57","23,54","417,00"
,"3,74",15/08/22 10:00,"26,11","3,24","24,07","23,56","23,59","417,00"
,"3,85",15/08/22 11:00,"26,98","3,33","24,20","23,71","23,67","417,00"
,"4,00",15/08/22 12:00,"27,70","3,48","24,20","23,70","23,68","417,00"
,"4,30",15/08/22 13:00,"27,50","3,82","24,18","23,65","23,74","417,00"
,"4,26",15/08/22 14:00,"28,16","3,74","24,32","23,58","24,04","417,00"
,"5,01",15/08/22 15:00,"28,29","4,50","24,38","23,59","24,33","417,00"
,"1,53",15/08/22 16:00,"27,80","1,03","25,06","23,83","24,55","417,00"
,"0,56",15/08/22 17:00,"25,44","0,07","25,52","24,37","24,80","417,00"
,"0,58",15/08/22 18:00,"23,86","0,08","25,41","24,55","24,66","417,00"
,"0,57",15/08/22 19:00,"22,19","0,08","25,37","24,55","24,67","417,00"
,"0,57",15/08/22 20:00,"21,31","0,08","25,29","24,60","24,64","417,00"
,"0,57",15/08/22 21:00,"20,19","0,08","24,99","24,55","24,40","417,00"
,"0,58",15/08/22 22:00,"19,31","0,08","24,95","24,56","24,46","417,00"
,"0,57",15/08/22 23:00,"18,98","0,07","24,96","24,56","24,44","417,00"
,"0,56",16/08/22 00:00,"18,96","0,07","24,92","24,56","24,40","417,00"
,"0,57",16/08/22 01:00,"18,93","0,07","24,92","24,55","24,47","417,00"
,"0,57",16/08/22 02:00,"18,62","0,07","24,92","24,56","24,44","417,00"
,"0,58",16/08/22 03:00,"18,00","0,08","24,92","24,55","24,34","417,00"
,"0,57",16/08/22 04:00,"18,05","0,07","24,90","24,51","24,37","417,00"
,"2,03",16/08/22 05:00,"18,80","1,54","24,74","24,30","24,31","417,00"
,"5,90",16/08/22 06:00,"20,86","3,31","24,04","23,58","23,51","417,00"
,"6,18",16/08/22 07:00,"22,50","3,48","24,08","23,66","23,45","417,00"
,"7,16",16/08/22 08:00,"23,63","4,49","24,32","23,84","23,57","417,00"
,"6,63",16/08/22 09:00,"25,08","3,93","24,21","23,81","23,50","417,00"
,"4,79",16/08/22 10:00,"25,79","3,51","23,94","23,62","23,41","417,00"
,"3,65",16/08/22 11:00,"26,45","3,11","23,96","23,57","23,39","417,00"
,"5,99",16/08/22 12:00,"27,04","3,49","24,00","23,60","23,50","417,00"
,"6,06",16/08/22 13:00,"27,63","3,38","24,07","23,69","23,66","417,00"
,"7,14",16/08/22 14:00,"28,19","4,47","24,17","23,62","24,07","417,00"
,"7,18",16/08/22 15:00,"28,74","4,49","24,38","23,59","24,66","417,00"
,"3,68",16/08/22 16:00,"28,71","1,37","25,13","23,92","25,00","417,00"
,"0,55",16/08/22 17:00,"27,70","0,08","25,44","24,40","24,79","417,00"
,"0,56",16/08/22 18:00,"24,75","0,08","25,30","24,47","24,53","417,00"
,"0,56",16/08/22 19:00,"22,08","0,08","25,19","24,53","24,46","417,00"
,"0,57",16/08/22 20:00,"20,56","0,08","25,13","24,47","24,38","417,00"
,"0,57",16/08/22 21:00,"19,99","0,08","25,10","24,47","24,36","417,00"
,"0,58",16/08/22 22:00,"19,97","0,09","25,08","24,48","24,38","417,00"
,"0,58",16/08/22 23:00,"20,09","0,09","25,04","24,46","24,36","417,00"
,"0,58",17/08/22 00:00,"20,02","0,09","24,95","24,47","24,37","417,00"
,"0,57",17/08/22 01:00,"19,93","0,08","24,95","24,48","24,36","417,00"
,"0,56",17/08/22 02:00,"20,00","0,08","24,94","24,51","24,33","417,00"
,"0,58",17/08/22 03:00,"19,92","0,08","24,94","24,51","24,36","417,00"
,"0,56",17/08/22 04:00,"19,51","0,08","24,87","24,49","24,35","417,00"
,"2,01",17/08/22 05:00,"19,67","1,51","24,81","24,35","24,26","417,00"
,"5,53",17/08/22 06:00,"21,49","3,09","24,39","23,56","23,56","417,00"
,"6,17",17/08/22 07:00,"22,90","3,58","24,23","23,74","23,75","417,00"
,"6,37",17/08/22 08:00,"24,05","3,70","23,98","23,78","23,64","417,00"
,"5,96",17/08/22 09:00,"25,31","3,30","24,04","23,65","23,71","417,00"
,"4,25",17/08/22 10:00,"25,88","3,04","24,04","23,71","23,72","417,00"
,"4,18",17/08/22 11:00,"26,97","3,30","24,09","23,62","23,64","417,00"
,"6,35",17/08/22 12:00,"27,66","3,81","24,13","23,66","23,74","417,00"
,"6,14",17/08/22 13:00,"27,79","3,46","24,18","23,54","23,78","417,00"
,"6,01",17/08/22 14:00,"27,72","3,35","24,23","23,61","23,82","417,00"
,"5,96",17/08/22 15:00,"27,21","3,27","24,12","23,58","23,70","417,00"
,"3,31",17/08/22 16:00,"24,61","1,16","24,51","23,80","23,83","417,00"
,"0,57",17/08/22 17:00,"22,64","0,08","24,87","24,19","24,11","417,00"
,"0,58",17/08/22 18:00,"21,66","0,08","24,82","24,26","24,17","417,00"
,"0,56",17/08/22 19:00,"20,72","0,08","24,84","24,27","24,20","417,00"
,"0,57",17/08/22 20:00,"20,43","0,08","24,84","24,36","24,23","417,00"
,"0,63",17/08/22 21:00,"20,19","0,08","24,85","24,39","24,26","417,00"
,"0,57",17/08/22 22:00,"19,79","0,08","24,85","24,37","24,27","417,00"
,"0,59",17/08/22 23:00,"19,65","0,08","24,83","24,36","24,25","417,00"
,"0,58",18/08/22 00:00,"19,57","0,08","24,80","24,37","24,23","417,00"
,"0,60",18/08/22 01:00,"20,45","0,08","24,80","24,37","24,24","417,00"
,"0,58",18/08/22 02:00,"20,26","0,08","24,80","24,37","24,23","417,00"
,"0,57",18/08/22 03:00,"19,36","0,08","24,77","24,37","24,21","417,00"
,"0,57",18/08/22 04:00,"19,08","0,08","24,78","24,36","24,22","417,00"
,"1,82",18/08/22 05:00,"18,61","1,30","24,70","24,29","24,18","417,00"
,"4,91",18/08/22 06:00,"19,83","2,45","24,28","23,56","23,53","417,00"
,"4,94",18/08/22 07:00,"19,59","2,35","24,34","23,68","23,63","417,00"
,"5,11",18/08/22 08:00,"19,55","2,43","24,23","23,54","23,63","417,00"
,"5,25",18/08/22 09:00,"20,06","2,57","24,38","23,49","23,73","417,00"
,"3,40",18/08/22 10:00,"19,90","2,30","24,21","23,37","23,54","417,00"
,"0,58",18/08/22 11:00,"19,60","0,09","24,15","23,53","23,61","417,00"
,"4,74",18/08/22 12:00,"19,40","2,32","24,26","23,62","23,81","417,00"
,"5,52",18/08/22 13:00,"19,86","2,84","24,20","23,40","23,71","417,00"
,"5,05",18/08/22 14:00,"20,33","2,38","24,13","23,67","23,48","417,00"
,"4,87",18/08/22 15:00,"20,43","2,20","24,23","23,68","23,57","417,00"
,"3,03",18/08/22 16:00,"20,78","0,73","24,40","23,59","23,89","417,00"
,"0,57",18/08/22 17:00,"20,73","0,09","24,51","23,87","23,98","417,00"
,"0,58",18/08/22 18:00,"20,53","0,09","24,56","23,89","23,99","417,00"
,"0,58",18/08/22 19:00,"19,63","0,09","24,49","23,91","23,96","417,00"
,"0,59",18/08/22 20:00,"18,79","0,09","24,47","23,98","23,93","417,00"
,"0,58",18/08/22 21:00,"18,66","0,09","24,45","24,00","23,90","417,00"
,"0,59",18/08/22 22:00,"18,29","0,09","24,45","23,94","23,90","417,00"
,"0,58",18/08/22 23:00,"18,40","0,09","24,45","23,93","23,88","417,00"
,"0,58",19/08/22 00:00,"18,22","0,09","24,39","23,90","23,89","417,00"
,"0,58",19/08/22 01:00,"18,08","0,09","24,35","23,90","23,87","417,00"
,"0,58",19/08/22 02:00,"18,01","0,09","24,35","23,89","23,81","417,00"
,"0,57",19/08/22 03:00,"18,02","0,09","24,35","23,86","23,81","417,00"
,"0,57",19/08/22 04:00,"17,75","0,09","24,35","23,87","23,81","417,00"
,"0,58",19/08/22 05:00,"17,64","0,09","24,31","23,86","23,81","417,00"
,"4,97",19/08/22 06:00,"17,96","2,31","24,11","23,62","23,73","417,00"
,"5,15",19/08/22 07:00,"18,29","2,53","24,04","23,39","23,61","417,00"
,"5,04",19/08/22 08:00,"18,63","2,35","24,13","23,35","23,58","417,00"
,"4,88",19/08/22 09:00,"19,51","2,21","24,25","23,64","23,66","417,00"
,"3,96",19/08/22 10:00,"20,37","2,80","24,15","23,26","23,51","417,00"
,"2,62",19/08/22 11:00,"21,50","2,11","24,34","23,37","23,70","417,00"
,"4,82",19/08/22 12:00,"22,33","2,29","24,46","23,61","23,95","417,00"
,"5,19",19/08/22 13:00,"22,44","2,51","24,41","23,69","23,99","417,00"
,"6,12",19/08/22 14:00,"22,77","3,45","24,11","23,41","24,09","417,00"
,"5,47",19/08/22 15:00,"23,84","2,80","23,98","23,35","23,92","417,00"
,"3,05",19/08/22 16:00,"23,40","0,95","24,25","23,66","23,68","417,00"
,"0,53",19/08/22 17:00,"22,52","0,09","24,39","23,77","23,69","417,00"
,"0,53",19/08/22 18:00,"21,27","0,09","24,37","23,73","23,71","417,00"
,"0,53",19/08/22 19:00,"20,44","0,08","24,32","23,75","23,71","417,00"
,"0,54",19/08/22 20:00,"19,55","0,09","24,25","23,74","23,70","417,00"
,"0,54",19/08/22 21:00,"19,17","0,09","24,23","23,71","23,68","417,00"
,"0,54",19/08/22 22:00,"19,19","0,09","24,23","23,70","23,70","417,00"
,"0,53",19/08/22 23:00,"18,35","0,09","24,23","23,69","23,62","417,00"
,"0,53",20/08/22 00:00,"18,46","0,09","24,20","23,67","23,61","417,00"
,"0,53",20/08/22 01:00,"18,51","0,08","24,17","23,61","23,61","417,00"
,"0,52",20/08/22 02:00,"18,36","0,09","24,18","23,61","23,61","417,00"
,"0,52",20/08/22 03:00,"17,58","0,09","24,18","23,62","23,60","417,00"
,"0,52",20/08/22 04:00,"17,02","0,09","24,10","23,62","23,55","417,00"
,"0,53",20/08/22 05:00,"17,25","0,09","24,08","23,58","23,53","417,00"
,"0,53",20/08/22 06:00,"19,86","0,09","24,09","23,61","23,53","417,00"
,"0,53",20/08/22 07:00,"23,05","0,09","24,22","23,85","23,67","417,00"
,"0,54",20/08/22 08:00,"24,00","0,09","24,46","24,38","23,88","417,00"
,"0,53",20/08/22 09:00,"25,51","0,09","24,64","24,61","24,05","417,00"
,"0,53",20/08/22 10:00,"27,03","0,09","24,82","24,57","24,19","417,00"
,"0,53",20/08/22 11:00,"27,66","0,09","24,91","24,56","24,30","417,00"
,"0,53",20/08/22 12:00,"28,14","0,09","25,16","24,56","24,45","417,00"
,"0,52",20/08/22 13:00,"28,39","0,09","25,30","24,59","24,56","417,00"
,"0,53",20/08/22 14:00,"28,73","0,09","25,61","24,60","24,83","417,00"
,"0,53",20/08/22 15:00,"28,38","0,09","26,07","24,72","25,37","417,00"
,"0,53",20/08/22 16:00,"27,98","0,09","26,35","24,85","25,63","417,00"
,"0,53",20/08/22 17:00,"26,93","0,09","25,91","24,84","25,23","417,00"
,"0,52",20/08/22 18:00,"23,61","0,09","25,58","24,79","24,87","417,00"
,"0,53",20/08/22 19:00,"21,65","0,09","25,39","24,67","24,72","417,00"
,"0,52",20/08/22 20:00,"20,59","0,09","25,25","24,56","24,62","417,00"
,"0,53",20/08/22 21:00,"20,17","0,09","25,22","24,50","24,48","417,00"
,"0,54",20/08/22 22:00,"18,32","0,09","25,04","24,43","24,45","417,00"
,"0,53",20/08/22 23:00,"17,71","0,08","24,94","24,38","24,37","417,00"
,"0,53",21/08/22 00:00,"17,32","0,09","24,87","24,30","24,30","417,00"
,"0,54",21/08/22 01:00,"16,40","0,09","24,83","24,25","24,28","417,00"
,"0,54",21/08/22 02:00,"15,96","0,09","24,76","24,23","24,23","417,00"
,"0,53",21/08/22 03:00,"15,09","0,09","24,69","24,19","24,18","417,00"
,"0,52",21/08/22 04:00,"14,93","0,09","24,64","24,18","24,11","417,00"
,"0,53",21/08/22 05:00,"16,46","0,09","24,64","24,13","24,09","417,00"
,"0,52",21/08/22 06:00,"20,44","0,09","24,64","24,08","24,09","417,00"
,"0,52",21/08/22 07:00,"21,98","0,09","24,75","24,41","24,19","417,00"
,"0,53",21/08/22 08:00,"24,69","0,09","24,99","24,89","24,35","417,00"
,"0,54",21/08/22 09:00,"26,52","0,09","25,25","25,18","24,58","417,00"
,"0,54",21/08/22 10:00,"27,14","0,09","25,34","25,10","24,67","417,00"
,"0,54",21/08/22 11:00,"27,84","0,09","25,46","25,10","24,74","417,00"
,"0,54",21/08/22 12:00,"28,40","0,09","25,56","25,09","24,86","417,00"
,"0,53",21/08/22 13:00,"28,73","0,09","25,69","25,10","24,97","417,00"
,"0,54",21/08/22 14:00,"28,96","0,09","26,02","25,14","25,34","417,00"
,"0,54",21/08/22 15:00,"29,10","0,09","26,61","25,19","25,92","417,00"
,"0,53",21/08/22 16:00,"28,80","0,09","26,92","25,25","26,27","417,00"
,"0,53",21/08/22 17:00,"26,90","0,09","26,46","25,25","25,71","417,00"
,"0,53",21/08/22 18:00,"24,96","0,09","25,95","25,13","25,30","417,00"
,"0,53",21/08/22 19:00,"21,39","0,09","25,77","25,02","25,13","417,00"
,"0,53",21/08/22 20:00,"19,58","0,09","25,65","24,95","25,00","417,00"
,"0,52",21/08/22 21:00,"18,70","0,09","25,56","24,86","24,93","417,00"
,"0,53",21/08/22 22:00,"17,96","0,09","25,50","24,84","24,84","417,00"
,"0,54",21/08/22 23:00,"18,16","0,09","25,47","24,75","24,79","417,00"
,"0,54",22/08/22 00:00,"17,42","0,09","25,40","24,72","24,74","417,00"
,"0,55",22/08/22 01:00,"16,77","0,09","25,35","24,71","24,74","417,00"
,"0,55",22/08/22 02:00,"16,69","0,09","25,29","24,67","24,72","417,00"
,"0,55",22/08/22 03:00,"17,13","0,09","25,27","24,65","24,66","417,00"
,"0,54",22/08/22 04:00,"16,85","0,09","25,20","24,62","24,59","417,00"
,"2,13",22/08/22 05:00,"17,08","1,62","25,08","24,42","24,50","417,00"
,"6,28",22/08/22 06:00,"19,89","3,59","24,21","23,59","23,62","417,00"
,"6,54",22/08/22 07:00,"21,97","3,86","24,26","23,80","23,51","417,00"
,"7,52",22/08/22 08:00,"24,69","4,84","24,37","24,01","23,71","417,00"
,"7,49",22/08/22 09:00,"26,01","4,98","24,12","23,99","23,66","417,00"
,"5,29",22/08/22 10:00,"26,60","4,07","23,98","23,55","23,52","417,00"
,"3,80",22/08/22 11:00,"27,22","3,29","23,88","23,48","23,48","417,00"
,"5,82",22/08/22 12:00,"27,71","3,35","23,98","23,54","23,54","417,00"
,"5,99",22/08/22 13:00,"28,27","3,33","24,04","23,55","23,69","417,00"
,"6,70",22/08/22 14:00,"28,31","4,03","24,11","23,60","24,06","417,00"
,"7,13",22/08/22 15:00,"28,32","4,45","24,34","23,55","24,65","417,00"
,"3,97",22/08/22 16:00,"28,16","1,76","25,09","23,81","24,87","417,00"
,"0,95",22/08/22 17:00,"26,61","0,09","25,52","24,41","24,86","417,00"
,"0,57",22/08/22 18:00,"23,57","0,09","25,26","24,40","24,50","417,00"
,"0,58",22/08/22 19:00,"20,91","0,09","25,22","24,36","24,41","417,00"
,"0,57",22/08/22 20:00,"19,31","0,09","25,05","24,38","24,35","417,00"
,"0,56",22/08/22 21:00,"18,31","0,09","24,96","24,37","24,34","417,00"
,"0,57",22/08/22 22:00,"18,05","0,09","24,92","24,37","24,31","417,00"
,"0,57",22/08/22 23:00,"17,62","0,09","24,89","24,35","24,28","417,00"
,"0,58",23/08/22 00:00,"17,01","0,09","24,87","24,36","24,26","417,00"
,"0,57",23/08/22 01:00,"17,46","0,09","24,78","24,35","24,18","417,00"
,"0,56",23/08/22 02:00,"16,74","0,09","24,74","24,34","24,19","417,00"
,"0,57",23/08/22 03:00,"15,91","0,09","24,70","24,27","24,17","417,00"
,"0,57",23/08/22 04:00,"15,80","0,09","24,64","24,26","24,11","417,00"
,"1,79",23/08/22 05:00,"15,53","1,32","24,56","24,08","24,02","417,00"
,"4,59",23/08/22 06:00,"20,00","2,17","23,99","23,54","23,49","417,00"
,"5,53",23/08/22 07:00,"21,99","2,83","24,33","23,74","23,68","417,00"
,"7,26",23/08/22 08:00,"24,31","4,57","24,46","23,67","23,72","417,00"
,"6,24",23/08/22 09:00,"25,65","3,56","23,96","23,62","23,46","417,00"
,"4,77",23/08/22 10:00,"26,74","3,33","23,90","23,70","23,36","417,00"
,"4,39",23/08/22 11:00,"27,43","3,15","23,97","23,48","23,44","417,00"
,"5,72",23/08/22 12:00,"27,76","3,16","23,93","23,50","23,45","417,00"
,"5,67",23/08/22 13:00,"28,30","2,98","23,94","23,56","23,51","417,00"
,"6,40",23/08/22 14:00,"28,85","3,74","24,15","23,62","23,97","417,00"
,"6,75",23/08/22 15:00,"28,70","4,09","24,28","23,65","24,62","417,00"
,"3,53",23/08/22 16:00,"28,19","1,41","25,02","23,80","24,84","417,00"
,"0,57",23/08/22 17:00,"26,46","0,09","25,33","24,28","24,70","417,00"
,"0,57",23/08/22 18:00,"25,03","0,09","25,03","24,27","24,31","417,00"
,"0,57",23/08/22 19:00,"21,56","0,09","24,91","24,27","24,21","417,00"
,"0,58",23/08/22 20:00,"19,02","0,09","24,83","24,26","24,15","417,00"
,"0,58",23/08/22 21:00,"18,45","0,09","24,80","24,22","24,11","417,00"
,"0,58",23/08/22 22:00,"20,23","0,09","24,74","24,18","24,08","417,00"
,"0,57",23/08/22 23:00,"20,37","0,09","24,67","24,19","24,07","417,00"
,"0,57",24/08/22 00:00,"19,60","0,09","24,60","24,17","24,01","417,00"
,"0,58",24/08/22 01:00,"19,58","0,08","24,57","24,15","24,01","417,00"
,"0,63",24/08/22 02:00,"19,56","0,09","24,61","24,13","23,99","417,00"
,"0,63",24/08/22 03:00,"18,73","0,09","24,61","24,13","23,99","417,00"
,"0,63",24/08/22 04:00,"18,20","0,09","24,61","24,13","23,99","417,00"
,"0,63",24/08/22 05:00,"18,91","0,09","24,61","24,13","23,99","417,00"
,"0,63",24/08/22 06:00,"20,22","0,09","24,61","24,13","23,99","417,00"
,"0,63",24/08/22 07:00,"21,93","0,09","24,61","24,13","23,99","417,00"
,"0,63",24/08/22 08:00,"23,65","0,09","24,61","24,13","23,99","417,00"
,"0,63",24/08/22 09:00,"25,38","0,09","24,61","24,13","23,99","417,00"
,"0,63",24/08/22 10:00,"26,05","0,09","24,61","24,13","23,99","417,00"
,"0,63",24/08/22 11:00,"26,64","0,09","24,61","24,13","23,99","417,00"
,"0,63",24/08/22 12:00,"27,28","0,09","24,61","24,13","23,99","417,00"
,"0,63",24/08/22 13:00,"27,65","0,09","24,61","24,13","23,99","417,00"
,"0,63",24/08/22 14:00,"27,98","0,09","24,61","24,13","23,99","417,00"
,"0,63",24/08/22 15:00,"27,96","0,09","24,61","24,13","23,99","417,00"
,"0,63",24/08/22 16:00,"27,82","0,09","24,61","24,13","23,99","417,00"
,"0,63",24/08/22 17:00,"25,77","0,09","24,61","24,13","23,99","417,00"
,"0,63",24/08/22 18:00,"23,92","0,09","24,61","24,13","23,99","417,00"
,"0,63",24/08/22 19:00,"22,30","0,09","24,61","24,13","23,99","417,00"
,"0,63",24/08/22 20:00,"21,43","0,09","24,61","24,13","23,99","417,00"
,"0,63",24/08/22 21:00,"21,17","0,09","24,61","24,13","23,99","417,00"
,"0,63",24/08/22 22:00,"21,07","0,09","24,61","24,13","23,99","417,00"
,"0,63",24/08/22 23:00,"21,17","0,09","24,61","24,13","23,99","417,00"
,"0,63",25/08/22 00:00,"20,98","0,09","24,61","24,13","23,99","417,00"
,"0,63",25/08/22 01:00,"20,73","0,09","24,60","24,13","23,99","417,00"
,"4,94",30/08/22 07:00,"22,44","2,22","24,43","23,63","23,67","417,00"
,"6,08",30/08/22 08:00,"24,06","3,35","24,26","23,40","23,59","417,00"
,"5,74",30/08/22 09:00,"24,36","3,01","24,05","23,63","23,50","417,00"
,"4,41",30/08/22 10:00,"25,38","3,20","23,95","23,53","23,50","417,00"
,"3,44",30/08/22 11:00,"24,94","2,49","23,98","23,47","23,40","417,00"
,"5,12",30/08/22 12:00,"25,57","2,59","23,96","23,48","23,48","417,00"
,"5,93",30/08/22 13:00,"25,89","3,26","24,02","23,61","23,62","417,00"
,"5,58",30/08/22 14:00,"26,05","2,88","24,02","23,53","23,61","417,00"
,"4,83",30/08/22 15:00,"25,06","2,15","23,98","23,64","23,49","417,00"
,"2,95",30/08/22 16:00,"23,43","0,79","24,17","23,68","23,50","417,00"
,"0,59",30/08/22 17:00,"21,05","0,09","24,35","23,83","23,63","417,00"
,"0,58",30/08/22 18:00,"19,99","0,09","24,24","23,80","23,63","417,00"
,"0,59",30/08/22 19:00,"20,19","0,09","24,19","23,79","23,61","417,00"
,"0,59",30/08/22 20:00,"20,13","0,09","24,20","23,79","23,60","417,00"
,"0,59",30/08/22 21:00,"19,84","0,09","24,17","23,79","23,61","417,00"
,"0,59",30/08/22 22:00,"19,34","0,09","24,18","23,74","23,61","417,00"
,"0,59",30/08/22 23:00,"18,75","0,09","24,16","23,75","23,60","417,00"
,"0,58",31/08/22 00:00,"19,29","0,09","24,16","23,75","23,61","417,00"
,"0,58",31/08/22 01:00,"18,30","0,09","24,16","23,72","23,60","417,00"
,"0,58",31/08/22 02:00,"18,89","0,09","24,08","23,69","23,55","417,00"
,"0,58",31/08/22 03:00,"18,45","0,09","24,07","23,67","23,55","417,00"
,"0,58",31/08/22 04:00,"18,63","0,08","24,07","23,64","23,50","417,00"
,"0,57",31/08/22 05:00,"18,76","0,09","24,02","23,59","23,49","417,00"
,"3,65",31/08/22 06:00,"19,41","1,15","23,96","23,64","23,53","417,00"
,"6,35",31/08/22 07:00,"20,61","3,73","23,86","23,27","23,40","417,00"
,"6,80",31/08/22 08:00,"21,47","4,10","23,28","22,69","22,73","417,00"
,"6,92",31/08/22 09:00,"21,61","4,24","23,45","22,81","22,80","417,00"
,"4,84",31/08/22 10:00,"23,08","3,70","23,22","22,58","22,57","417,00"
,"3,79",31/08/22 11:00,"24,03","3,16","22,98","22,66","22,50","417,00"
,"5,49",31/08/22 12:00,"24,59","2,93","23,02","22,70","22,65","417,00"
,"5,68",31/08/22 13:00,"24,55","2,99","23,04","22,70","22,60","417,00"
,"5,12",31/08/22 14:00,"24,49","2,44","22,94","22,78","22,57","417,00"
,"5,54",31/08/22 15:00,"24,32","2,83","23,00","22,65","22,66","417,00"
,"3,07",31/08/22 16:00,"23,72","0,88","23,29","22,80","22,77","417,00"
,"0,58",31/08/22 17:00,"22,75","0,09","23,69","23,17","23,10","417,00"
,"0,58",31/08/22 18:00,"19,93","0,09","23,71","23,22","23,21","417,00"
,"0,58",31/08/22 19:00,"19,52","0,09","23,77","23,26","23,23","417,00"
,"0,58",31/08/22 20:00,"19,65","0,09","23,72","23,33","23,25","417,00"
,"0,58",31/08/22 21:00,"18,48","0,09","23,66","23,32","23,21","417,00"
,"0,58",31/08/22 22:00,"18,70","0,09","23,66","23,33","23,24","417,00"
,"0,58",31/08/22 23:00,"18,45","0,09","23,66","23,31","23,20","417,00"
,"6,46",01/09/22 00:00,"0,88","5,99","20,35","19,77","16,95","417,00"
,"6,32",01/09/22 01:00,"1,45","5,91","19,77","19,15","16,68","417,00"
,"6,36",01/09/22 02:00,"0,97","6,20","18,72","17,20","15,80","417,00"
,"7,14",01/09/22 03:00,"1,73","7,15","18,75","16,86","15,63","417,00"
,"6,92",01/09/22 04:00,"1,29","6,80","18,73","16,83","15,73","417,00"
,"5,94",01/09/22 05:00,"1,52","6,06","18,78","16,82","15,80","417,00"
,"5,80",01/09/22 06:00,"1,77","5,70","18,79","16,81","15,86","417,00"
,"7,11",01/09/22 07:00,"1,59","6,78","18,81","17,14","15,67","417,00"
,"6,80",01/09/22 08:00,"1,62","6,61","18,61","16,82","15,47","417,00"
,"6,32",01/09/22 09:00,"2,21","6,02","18,76","16,78","15,70","417,00"
,"6,14",01/09/22 10:00,"2,97","5,95","18,79","16,89","15,75","417,00"
,"5,18",01/09/22 11:00,"3,68","5,01","19,19","16,97","15,93","417,00"
,"4,16",01/09/22 12:00,"4,10","3,89","19,48","17,58","15,86","417,00"
,"5,08",01/09/22 13:00,"4,47","4,91","19,22","17,04","15,95","417,00"
,"4,64",01/09/22 14:00,"4,55","4,61","19,13","17,00","16,04","417,00"
,"5,12",01/09/22 15:00,"4,19","4,92","19,08","16,90","15,92","417,00"
,"5,57",01/09/22 16:00,"2,84","5,64","18,94","16,87","15,88","417,00"
,"6,07",01/09/22 17:00,"1,76","5,89","18,79","16,78","15,73","417,00"
,"6,59",01/09/22 18:00,"1,19","6,37","18,82","17,17","15,79","417,00"
,"6,94",01/09/22 19:00,"0,72","6,67","18,61","16,80","15,45","417,00"
,"6,71",01/09/22 20:00,"0,73","6,57","18,87","16,98","15,72","417,00"
,"7,90",01/09/22 21:00,"0,85","7,51","18,60","16,98","15,64","417,00"
,"6,21",01/09/22 22:00,"0,36","5,77","19,00","17,23","15,72","417,00"
